StudyHours,SleepHours,SocialMediaHours,ExerciseHours,PlayHours,AttendancePercentage,PreviousMarks,AttentionLevel,TestMarks
3.0,7.5,2.8,0.3,1.9,89.2,79.7,3.6,58.5
3.7,4.0,2.4,0.3,1.8,88.8,91.9,2.8,64.5
4.9,8.3,2.0,1.0,2.1,89.6,79.0,5.3,72.5
6.7,6.0,1.3,0.5,1.4,86.4,73.7,6.4,70.9
1.4,6.5,1.4,0.7,0.5,80.1,72.9,2.5,55.2
4.2,6.8,3.2,1.1,1.5,75.6,73.6,4.1,54.2
2.5,7.4,3.6,1.0,0.9,88.4,60.0,3.2,38.4
2.0,7.6,2.1,0.3,0.6,95.3,75.9,3.2,61.4
6.0,7.9,2.0,0.8,1.9,84.0,56.9,6.4,66.3
5.3,7.8,1.5,0.3,0.5,86.2,74.4,5.4,76.6
5.2,7.3,3.6,1.2,2.0,74.5,65.3,5.7,54.6
5.9,7.4,2.5,1.6,0.6,81.4,78.7,5.8,72.0
3.8,5.9,2.9,0.4,1.3,75.2,73.8,3.9,53.2
3.9,6.2,2.9,0.8,1.1,75.7,66.5,4.0,58.5
7.8,7.9,2.1,1.3,2.3,85.8,59.9,7.8,77.6
4.1,7.8,1.1,0.8,1.9,84.5,84.8,5.3,74.2
5.6,7.7,1.3,1.1,0.9,91.3,69.1,6.7,75.2
4.5,6.5,3.9,0.8,1.4,91.1,87.4,4.3,64.7
1.7,7.9,1.6,0.3,2.4,78.0,57.7,3.6,53.1
1.4,5.8,2.0,0.9,2.5,69.5,67.5,2.1,53.6
3.6,8.1,1.1,1.4,0.5,77.4,47.5,6.2,57.6
6.1,6.7,1.0,1.0,2.4,79.3,77.6,6.1,73.7
5.7,8.7,1.6,1.6,2.4,89.4,78.4,6.6,78.5
5.9,5.5,4.5,0.0,1.6,89.9,63.9,3.6,62.7
3.0,8.8,3.3,1.0,1.4,84.6,63.5,3.6,44.2
6.9,6.6,1.9,0.5,1.1,90.9,66.1,6.2,73.5
3.1,6.6,3.8,0.4,0.6,100.0,67.6,2.9,48.0
4.8,7.2,2.3,1.5,1.7,84.1,64.4,5.0,59.4
4.5,6.3,4.1,0.7,1.4,83.1,80.8,3.3,68.0
4.2,6.9,5.2,0.6,1.8,78.3,65.3,2.8,39.3
6.5,6.3,3.7,1.0,1.8,87.6,51.0,4.6,66.0
3.4,6.3,2.6,0.0,3.3,94.1,67.5,3.6,57.8
2.5,7.5,3.3,1.5,2.3,81.0,64.9,3.4,51.4
4.5,6.1,2.5,1.8,1.9,81.9,56.9,4.9,54.7
3.9,6.2,0.3,1.3,0.0,80.8,71.9,4.8,64.5
9.6,5.6,1.7,1.0,1.8,75.8,50.7,8.0,90.3
5.5,6.5,1.4,0.7,2.6,86.1,73.8,5.9,72.7
3.9,8.3,1.7,0.3,1.2,86.4,69.7,4.8,71.7
2.9,6.2,4.7,1.4,3.0,84.7,64.4,2.0,32.7
1.7,6.3,3.8,1.3,1.9,99.7,58.5,2.3,49.0
3.0,7.2,3.0,1.0,1.7,88.2,55.4,2.7,49.8
4.7,6.6,3.5,1.0,0.8,76.1,78.8,3.8,54.4
6.6,9.0,0.2,1.0,2.6,90.1,67.0,7.9,89.7
6.2,6.8,3.4,0.5,0.9,82.3,53.2,4.8,59.8
4.8,7.3,3.6,2.1,1.1,82.4,69.9,4.1,62.7
4.0,7.9,0.0,0.7,0.2,83.6,67.3,5.8,64.8
4.9,7.9,3.4,0.6,2.1,82.7,84.1,4.1,63.9
3.7,7.2,0.8,1.4,1.9,87.2,65.9,5.3,69.7
7.1,6.8,0.1,0.8,1.5,100.0,79.8,7.0,100.0
4.2,9.0,4.1,0.8,2.0,82.1,67.8,4.3,53.6
4.4,6.9,1.3,1.5,2.0,85.7,58.2,4.8,69.8
1.2,6.6,1.6,1.1,1.2,86.9,74.7,3.2,59.8
4.2,6.4,3.7,1.2,1.0,80.9,82.2,3.5,64.2
5.8,5.3,2.1,0.1,0.3,81.8,79.1,4.2,74.3
2.9,7.8,2.3,1.0,1.4,92.9,73.1,4.0,57.1
3.4,4.7,2.3,0.3,0.6,80.9,80.0,3.7,56.0
5.7,7.0,2.9,0.6,1.6,77.9,71.7,5.1,65.4
2.3,6.8,2.2,0.9,1.4,99.3,70.8,3.8,60.4
6.1,9.0,2.6,0.8,1.2,75.4,55.3,5.4,63.4
3.7,5.2,1.9,1.1,2.2,92.1,72.1,3.6,59.0
3.9,6.1,2.9,1.2,0.8,83.4,85.1,3.2,58.7
2.8,6.9,2.9,1.2,0.2,75.3,53.6,3.1,45.2
5.1,6.8,4.8,0.1,1.3,82.0,56.9,3.0,57.6
8.2,6.5,2.0,2.0,1.0,83.2,66.7,7.7,79.3
5.7,6.9,2.3,0.8,1.6,72.0,56.4,5.6,67.1
3.2,5.7,2.8,1.4,0.9,88.4,76.8,2.9,60.6
6.2,7.4,3.7,0.0,1.8,87.6,52.7,4.6,61.0
4.0,4.7,1.2,0.7,0.8,82.2,76.8,4.1,67.0
6.6,7.0,2.6,0.1,0.8,88.8,80.0,5.9,84.6
5.7,6.4,0.0,0.4,1.9,86.6,76.6,6.6,79.5
1.0,8.0,2.2,0.8,1.5,95.3,70.2,3.3,48.4
3.0,8.8,3.8,0.6,0.7,76.4,75.3,4.5,51.0
5.9,6.7,1.6,1.5,0.8,82.7,58.4,6.1,66.6
4.7,8.4,2.7,1.7,1.2,93.0,72.6,5.1,72.9
3.0,6.7,1.9,0.3,0.7,89.3,63.8,3.2,55.9
3.5,6.0,1.5,0.6,1.3,66.6,78.9,3.4,50.4
1.6,8.7,3.7,0.3,1.3,71.6,77.1,2.1,51.1
4.4,7.5,1.2,1.4,0.9,85.0,61.9,5.8,66.1
7.8,7.0,2.9,0.9,2.0,98.1,73.5,7.1,88.5
5.7,7.7,2.9,0.8,0.8,81.5,73.9,5.4,73.2
7.8,7.3,1.5,1.0,2.4,90.2,65.3,8.0,82.4
5.8,6.9,2.7,0.6,1.3,85.7,70.2,5.1,64.2
6.0,5.7,1.4,0.4,1.0,89.6,75.1,5.6,72.5
7.5,6.7,3.1,0.8,1.9,93.6,65.4,5.1,74.6
5.1,7.6,0.9,0.7,1.5,92.6,61.1,6.2,75.1
4.2,6.9,2.1,1.0,2.0,92.3,72.3,4.2,75.2
6.0,7.9,2.2,0.0,0.1,80.1,84.8,6.1,82.0
6.7,7.4,3.8,0.9,1.9,83.8,68.5,6.0,62.3
3.8,6.1,2.7,0.5,1.1,89.1,66.5,3.7,58.5
3.4,5.7,3.6,0.9,1.5,88.9,62.1,3.0,41.6
4.7,6.8,3.2,1.3,1.4,89.8,81.5,4.4,72.9
5.7,6.5,3.2,0.5,2.4,70.9,78.8,4.9,66.5
5.7,7.3,2.1,1.4,0.2,94.6,68.5,6.7,76.8
2.4,6.3,3.7,0.0,2.6,71.4,62.1,2.1,41.3
7.4,6.4,2.1,1.6,2.0,79.0,62.0,6.5,76.6
3.5,8.1,0.4,1.4,1.6,86.6,61.4,4.7,59.9
4.1,7.1,2.2,0.4,0.5,84.8,65.1,4.5,62.4
3.1,6.3,3.0,0.4,0.3,96.3,64.4,2.6,50.1
8.5,7.0,0.6,0.1,1.1,75.6,62.6,7.6,86.8
4.9,8.4,1.4,1.3,1.9,82.1,81.2,6.2,75.8
3.2,7.3,1.0,0.6,1.5,69.2,85.9,3.7,64.0
5.8,7.6,3.4,0.6,1.9,86.1,59.1,5.2,65.2
5.7,6.2,4.5,0.2,0.5,83.3,64.3,3.8,65.7
4.2,8.0,2.2,1.7,1.5,75.1,60.5,5.5,70.0
5.8,9.0,3.1,0.3,2.3,95.5,73.2,5.3,65.2
3.3,6.2,3.1,0.8,2.5,93.6,66.6,3.7,51.5
3.8,5.8,4.4,0.9,0.6,85.6,59.7,2.8,49.9
1.5,7.2,1.7,0.6,1.3,94.1,86.5,2.7,55.8
2.5,7.9,2.2,0.5,1.3,84.3,74.9,3.0,57.7
7.2,6.9,2.1,0.6,1.1,90.7,60.2,6.0,79.1
7.0,5.9,2.6,1.1,2.1,91.9,85.1,6.0,84.2
4.6,6.9,5.5,0.6,3.5,76.5,58.5,3.2,41.4
7.0,7.6,2.5,1.6,0.7,88.5,76.1,5.4,78.8
4.3,6.6,1.5,0.4,1.8,86.3,94.2,4.4,82.1
4.1,7.6,1.1,1.2,1.7,76.8,68.7,5.4,68.1
4.6,8.2,4.0,0.0,1.7,74.8,67.1,5.0,59.0
4.3,7.2,1.5,0.4,2.4,89.0,71.7,5.5,72.8
4.2,7.0,3.3,0.4,1.8,82.7,92.3,3.7,61.3
6.2,7.8,1.7,0.2,0.0,73.3,84.8,6.2,79.7
4.7,6.1,1.0,0.9,0.5,89.6,65.6,4.4,67.6
5.6,6.0,3.2,0.7,0.8,92.5,73.0,3.1,60.0
6.0,6.7,1.7,0.0,1.0,75.6,79.2,5.3,74.7
5.1,6.5,3.0,1.8,1.4,85.0,65.7,5.2,65.9
3.0,6.2,3.1,0.9,1.3,97.1,58.7,3.1,58.2
2.5,8.8,3.2,0.8,0.2,77.7,80.8,3.3,54.9
4.7,9.0,2.2,1.5,0.4,98.7,75.1,6.2,76.0
4.2,6.6,3.3,1.3,0.0,82.4,73.2,4.8,63.6
4.6,7.1,1.4,0.7,0.4,84.4,81.1,4.4,70.4
4.5,6.8,0.0,0.0,2.2,73.8,58.5,5.4,70.8
8.4,8.1,3.3,1.1,1.3,74.1,67.7,6.7,81.7
2.5,8.3,2.7,0.3,0.8,79.8,95.0,3.6,56.1
1.5,5.2,1.8,1.4,0.2,92.1,75.7,2.3,52.6
5.0,7.5,0.7,0.4,0.8,100.0,76.3,7.1,74.7
3.9,5.7,0.1,0.6,1.9,100.0,71.1,4.7,79.2
5.0,8.8,2.6,0.1,1.8,84.0,51.6,5.4,58.8
5.4,7.4,4.5,0.2,1.3,82.1,61.8,4.1,55.4
6.4,6.2,2.3,0.7,1.3,77.1,79.1,4.8,81.9
2.2,6.8,2.1,0.7,0.3,93.9,64.6,3.3,51.9
3.7,6.7,2.5,0.6,1.0,79.2,68.3,3.1,51.1
5.1,7.5,5.1,1.8,1.9,83.1,72.9,5.0,66.2
5.7,8.0,3.4,1.1,1.0,89.0,60.2,5.7,67.5
7.8,5.9,1.4,0.8,2.6,88.6,57.2,6.3,75.0
5.9,8.8,2.5,0.0,2.3,80.1,69.9,5.7,72.7
4.4,8.6,2.9,1.2,1.2,84.2,66.3,5.5,67.5
3.2,6.1,1.2,2.3,1.3,80.3,72.3,4.6,66.1
3.7,7.1,3.4,0.7,3.1,78.3,55.7,2.7,50.3
3.6,8.7,1.5,0.4,2.1,76.8,64.7,5.1,65.4
5.5,8.2,0.7,0.9,1.5,73.2,76.9,7.0,81.0
4.9,6.7,2.6,0.1,1.6,87.9,95.0,3.2,68.0
2.5,7.8,2.4,1.0,1.6,83.1,71.2,3.8,64.2
3.8,9.0,2.5,1.6,1.5,75.9,76.7,4.7,65.5
5.8,7.1,1.6,0.5,0.8,75.2,74.9,6.3,81.2
5.0,6.4,1.7,0.5,1.2,75.1,72.9,4.6,65.6
5.4,7.2,3.9,0.8,0.5,80.1,76.8,4.1,68.6
5.1,7.2,3.0,0.5,2.0,94.0,60.4,5.0,67.2
6.9,6.5,1.4,0.0,1.4,79.5,66.4,5.6,80.4
4.9,7.4,0.2,0.6,2.0,89.5,72.5,6.0,73.8
3.9,5.7,1.4,0.5,0.6,97.5,60.3,4.2,61.2
3.1,6.3,2.7,1.5,2.5,86.3,74.3,3.4,64.1
4.9,7.8,1.7,1.4,2.4,78.9,50.8,4.9,62.1
1.0,5.2,1.6,1.5,0.4,84.3,78.1,1.9,54.3
4.2,7.9,1.8,1.2,1.1,84.7,68.5,5.1,58.6
4.2,5.0,2.4,0.9,1.2,98.8,76.9,2.6,60.2
2.5,5.3,3.4,0.4,0.5,71.1,80.0,2.0,45.9
3.1,6.5,2.5,1.5,1.3,93.9,84.1,3.5,69.9
5.7,7.3,2.6,1.0,1.9,71.1,72.7,5.6,74.8
4.8,8.3,2.2,0.2,1.2,91.5,52.7,5.5,65.4
4.7,7.1,1.9,0.3,0.3,81.7,52.4,4.2,61.6
5.0,6.8,3.6,0.2,2.0,99.6,57.4,3.7,62.4
4.6,7.6,3.4,0.0,0.9,90.4,77.2,3.7,59.4
6.4,6.1,5.0,1.0,1.0,89.6,55.9,3.8,61.4
4.7,7.1,3.2,0.2,2.7,77.5,67.7,4.0,55.0
2.3,5.8,1.9,0.4,1.8,99.4,65.8,3.4,55.6
6.9,7.1,1.4,0.8,0.9,100.0,73.6,6.2,83.0
5.1,6.9,3.6,0.7,0.7,100.0,77.2,4.6,78.3
3.6,6.2,1.5,0.4,2.2,77.0,70.9,4.2,61.3
2.6,7.2,3.5,1.6,2.1,83.5,78.0,3.9,54.1
5.1,7.2,1.6,0.0,1.1,75.5,59.0,5.0,66.7
4.3,8.2,2.9,0.1,0.6,80.1,80.2,4.0,60.1
6.9,5.4,1.2,1.0,1.8,87.3,71.3,6.0,93.2
4.0,6.9,3.4,0.5,1.9,90.8,77.6,2.8,62.2
3.2,6.2,1.0,0.5,1.2,89.3,64.8,4.2,49.1
5.8,7.9,2.8,0.3,0.7,71.2,49.5,5.6,57.4
5.9,7.8,2.3,1.0,1.5,84.7,76.7,6.3,85.1
4.8,7.5,2.6,0.9,1.8,89.1,68.6,5.0,67.5
5.5,6.3,2.0,0.9,1.2,92.6,82.0,5.0,73.1
4.4,7.9,2.0,0.5,1.7,88.4,74.2,5.9,72.8
4.9,5.5,2.7,0.4,1.8,88.9,95.0,3.9,64.1
6.2,5.3,1.3,0.7,2.3,83.1,82.7,4.9,72.2
5.4,5.7,1.3,1.3,1.2,87.2,67.5,5.3,64.7
4.2,7.0,2.1,1.6,0.7,100.0,54.2,4.1,60.4
6.5,7.7,2.0,1.4,1.5,94.7,61.3,5.8,83.3
1.0,4.0,1.3,1.1,2.7,87.9,60.6,2.0,49.1
7.6,8.3,3.6,1.3,0.3,90.8,64.8,5.8,78.3
1.9,7.1,2.1,0.2,0.0,85.6,68.7,2.7,48.1
3.6,5.4,2.2,0.4,1.4,85.6,73.2,2.7,62.1
4.4,7.1,0.9,1.1,1.2,92.6,83.7,5.4,71.7
4.3,8.1,5.0,0.7,1.4,80.2,61.3,3.2,50.4
6.0,7.6,5.4,1.0,1.3,84.0,56.1,4.5,63.0
2.9,8.1,1.6,1.3,2.2,74.0,78.3,4.8,60.7
4.9,5.6,4.0,1.2,1.5,91.2,83.3,2.9,68.8
3.6,6.6,2.4,0.3,2.1,93.6,65.1,4.2,60.2
4.9,6.1,4.4,0.8,0.0,89.8,80.4,3.3,70.2
4.4,8.7,2.9,0.3,1.1,83.1,77.7,4.2,66.2
4.6,7.6,2.6,0.4,0.9,84.6,52.9,4.8,55.7
3.7,9.0,0.0,0.0,0.0,86.2,63.6,6.7,67.5
3.7,6.5,1.4,0.9,1.6,93.8,65.2,4.3,62.8
4.9,6.3,2.5,0.0,1.4,93.3,89.9,3.4,75.7
5.9,6.9,2.7,1.0,1.2,73.5,75.1,5.7,79.5
3.6,8.4,1.0,1.5,1.4,78.0,65.0,6.2,57.6
3.2,6.6,1.6,1.1,1.6,88.5,63.0,3.5,55.9
5.4,7.1,3.2,0.8,2.2,74.3,54.3,4.4,64.6
4.5,7.1,0.8,1.6,1.9,92.3,80.7,5.6,74.8
5.7,7.0,2.7,1.0,1.7,82.8,74.0,4.3,67.5
3.1,6.3,4.0,0.4,3.1,90.7,76.2,3.6,60.4
1.8,6.9,3.0,0.9,1.0,85.3,57.1,2.6,38.7
3.7,6.8,2.9,1.8,0.5,84.2,77.4,4.1,64.6
3.4,7.0,0.1,0.3,2.3,76.3,67.6,5.0,65.0
4.4,7.9,1.5,0.1,2.8,80.6,62.7,5.0,64.7
3.5,8.8,5.0,1.1,1.1,84.1,75.1,3.2,59.5
5.6,6.2,1.8,0.7,2.5,83.8,58.0,4.7,65.8
4.1,6.6,4.0,0.5,1.1,90.8,71.8,2.6,57.3
4.7,6.2,1.8,0.2,1.9,79.9,67.3,4.7,65.8
4.7,7.2,2.2,0.0,1.9,84.8,80.7,5.3,60.7
4.8,6.5,3.1,0.1,1.1,97.0,78.9,4.4,74.7
4.5,7.2,2.6,1.6,2.8,91.6,70.9,4.6,69.0
5.3,8.1,3.0,0.8,2.9,85.8,72.8,5.1,71.2
3.3,4.5,1.5,0.0,0.8,73.3,76.0,3.8,60.9
6.6,7.5,1.1,1.4,1.6,74.0,69.9,6.4,83.1
4.1,6.5,1.4,1.4,2.1,90.1,61.8,4.0,63.7
2.5,7.5,1.9,1.4,0.2,90.9,65.2,4.1,56.7
4.8,6.1,2.2,0.6,1.5,69.4,57.8,4.8,50.3
3.2,8.2,3.7,0.7,0.3,90.6,79.3,2.3,49.6
5.5,7.9,2.6,0.9,2.0,80.5,74.0,5.6,68.9
7.8,7.6,3.1,1.5,1.6,81.8,65.8,6.1,77.0
3.3,7.8,2.7,0.5,1.2,92.1,62.8,3.2,53.2
5.0,6.3,1.2,0.4,0.4,90.9,72.4,4.9,70.7
1.9,6.4,2.5,1.1,1.1,84.2,55.9,2.2,40.2
5.2,7.8,2.7,1.4,1.9,90.5,59.3,4.4,69.0
3.2,6.2,3.4,0.8,1.5,82.1,69.8,3.0,51.8
3.6,8.4,1.2,1.1,2.3,78.7,94.4,5.2,77.0
2.8,6.7,0.1,0.9,2.3,95.1,74.5,3.8,64.1
5.6,7.5,2.7,0.7,2.3,95.6,71.9,4.5,72.7
6.0,9.0,2.9,0.4,1.1,79.9,58.3,6.1,70.2
4.5,6.3,2.3,0.2,1.7,80.7,60.7,4.4,61.6
3.2,7.1,2.5,0.5,0.8,92.1,83.6,2.3,54.5
6.9,8.1,3.6,0.3,0.6,79.5,65.4,5.0,67.3
3.4,8.0,1.9,0.9,2.3,91.4,70.7,4.5,52.8
1.3,6.7,2.2,1.4,0.7,76.8,75.9,3.0,57.7
5.2,6.5,2.6,0.9,0.6,82.7,65.8,4.9,48.8
2.8,6.8,1.0,0.3,1.6,92.8,64.9,4.3,65.5
6.0,8.4,2.3,1.2,1.3,77.2,52.8,5.8,66.5
3.9,6.7,2.4,0.9,1.4,80.3,57.8,4.2,48.2
5.4,7.1,4.5,1.0,3.1,88.0,75.9,4.0,66.0
6.6,6.6,2.1,0.5,0.8,70.6,65.6,5.4,64.1
2.7,7.7,2.7,1.4,1.8,85.6,76.7,3.0,57.9
3.7,7.2,3.6,1.4,1.6,94.3,54.2,3.8,54.6
4.4,6.0,1.5,0.7,2.2,91.9,78.1,3.7,69.1
6.8,6.0,4.2,1.2,0.9,84.6,69.6,4.2,66.2
3.5,5.0,4.6,1.4,1.3,85.2,55.3,2.5,54.0
3.6,6.2,2.5,0.6,1.6,96.9,81.3,3.5,60.0
5.2,7.8,1.9,0.8,0.5,96.0,55.9,6.1,67.1
3.6,8.3,4.5,0.8,0.2,84.2,80.8,3.4,56.7
4.7,7.7,3.5,0.3,1.5,80.0,69.7,4.0,60.0
2.2,7.6,2.6,1.0,2.4,91.9,61.1,3.9,47.8
7.8,6.9,4.2,1.3,1.3,94.0,88.5,5.5,72.9
2.5,7.8,4.1,0.7,1.3,96.0,74.1,2.9,55.8
4.0,7.3,2.1,1.0,2.3,89.7,82.1,4.5,69.8
4.5,8.8,2.8,1.5,1.4,82.2,74.3,5.3,74.6
7.4,6.9,3.2,0.6,2.0,71.6,67.8,5.7,78.1
2.5,8.3,2.5,1.0,3.4,100.0,61.3,4.3,58.2
7.5,7.9,0.8,0.5,1.1,97.8,68.2,7.4,84.6
5.6,7.7,1.4,0.5,1.4,78.9,71.6,5.8,78.3
5.1,5.0,0.9,1.0,1.8,86.5,78.2,5.1,69.7
3.0,7.9,3.1,0.9,2.5,83.2,66.1,2.9,56.8
5.4,6.9,1.1,1.1,1.4,85.5,75.1,6.3,69.0
3.4,6.6,2.7,0.8,2.0,81.8,86.8,2.8,69.8
6.4,5.5,4.7,1.0,1.7,90.5,71.6,3.7,61.0
3.0,7.0,4.2,1.6,1.4,75.9,50.4,2.8,38.3
4.3,7.0,0.3,1.3,1.2,81.8,70.5,5.8,61.1
3.7,5.7,1.0,1.0,1.1,92.0,69.1,5.1,65.4
3.0,5.5,1.6,1.1,3.6,69.2,68.7,4.1,57.7
5.6,7.5,1.1,0.7,0.4,87.5,54.0,5.3,65.7
5.3,7.9,0.5,0.7,0.5,80.6,72.8,5.8,69.7
6.3,7.2,2.5,1.0,1.7,97.9,64.7,5.0,66.3
1.8,8.2,3.3,0.8,1.6,87.6,68.9,2.3,49.4
6.1,6.9,3.6,1.2,1.8,78.7,79.5,4.7,72.7
8.3,6.9,1.9,1.4,0.9,96.6,61.9,7.9,88.2
3.8,6.1,2.2,0.7,0.8,85.2,69.0,3.7,63.8
7.3,5.4,2.9,0.0,1.3,86.1,68.0,5.1,68.3
4.1,8.9,2.4,1.8,2.1,92.1,68.3,5.5,63.7
2.4,8.1,3.5,0.5,0.8,80.2,65.6,2.7,46.9
4.0,5.6,3.0,0.9,1.6,96.6,66.1,3.4,67.0
6.1,7.2,2.0,1.2,1.1,89.6,86.8,6.0,86.8
3.2,6.9,0.3,1.5,0.4,79.9,65.8,6.3,70.1
3.6,6.7,4.3,1.7,0.6,81.5,72.7,3.7,59.2
5.4,6.6,1.7,0.6,2.1,74.9,71.0,6.0,66.7
4.5,7.4,2.9,1.4,1.1,87.5,70.7,4.6,65.1
5.4,7.8,0.2,0.9,2.4,83.6,74.8,6.8,70.4
4.9,7.4,2.5,2.2,1.5,87.5,63.7,5.4,70.4
5.2,6.9,2.6,1.4,0.5,71.4,84.0,4.1,65.0
3.9,6.8,2.7,0.7,1.8,80.8,60.8,2.7,63.5
4.8,7.9,6.0,0.4,0.9,77.1,68.4,2.6,52.7
3.1,7.5,1.7,0.0,1.2,88.9,58.1,4.6,54.8
6.4,7.1,3.5,1.1,2.3,80.2,79.0,5.1,70.6
3.5,7.0,3.1,1.3,0.6,88.8,60.8,4.1,53.8
6.2,7.3,1.7,1.2,1.2,80.7,77.6,6.8,75.9
4.1,6.5,3.5,0.0,0.7,98.0,72.6,2.7,60.6
4.8,7.8,2.3,0.2,0.7,85.4,71.8,5.6,64.3
3.8,5.9,3.6,1.0,1.2,92.3,81.2,2.6,59.6
3.0,6.6,4.9,1.7,0.9,84.1,64.0,2.4,37.0
1.9,7.6,2.7,0.8,1.3,92.4,84.7,2.5,56.8
2.9,5.9,2.2,1.3,1.9,78.8,66.2,3.5,50.5
4.0,5.4,3.8,0.3,1.0,84.7,74.3,2.7,50.0
4.8,7.1,4.2,0.9,0.5,81.3,68.1,4.3,63.6
6.0,5.3,1.4,0.7,1.9,99.9,76.2,5.7,71.4
3.8,5.7,2.0,1.4,1.0,75.5,60.0,4.8,61.5
3.2,7.8,3.3,0.5,2.8,100.0,71.1,3.9,62.9
2.3,6.8,2.3,1.6,1.2,74.0,70.2,3.8,48.2
5.2,8.3,1.4,0.6,1.4,90.9,74.4,5.7,73.6
6.6,5.8,3.1,0.3,0.0,80.0,74.1,4.7,72.0
6.4,6.9,3.3,0.3,0.7,87.0,61.4,5.2,70.1
5.6,7.4,2.1,0.5,0.0,83.6,83.1,4.8,77.6
5.5,5.8,2.6,1.0,1.7,78.4,69.4,5.2,71.0
7.0,8.0,1.8,0.5,1.4,85.6,77.3,6.6,87.4
5.0,7.5,1.2,0.4,1.9,81.7,57.4,5.6,72.6
5.5,5.4,1.9,1.2,2.1,89.6,65.9,4.1,68.3
4.0,7.0,2.6,0.0,2.2,77.0,80.8,3.7,60.2
2.5,7.4,0.7,0.6,1.3,88.8,86.4,4.7,66.3
3.5,6.4,2.0,0.1,1.6,91.9,74.2,3.9,61.5
4.5,5.5,2.6,0.4,1.9,84.1,69.1,4.1,69.8
4.6,7.3,3.9,0.9,0.9,74.4,59.4,3.8,50.3
7.4,9.0,2.1,0.7,0.8,98.9,78.0,7.2,93.5
4.6,6.6,1.0,0.7,2.6,88.7,73.1,5.1,68.5
6.3,8.6,2.2,1.4,0.2,79.2,46.5,6.8,73.8
3.8,6.2,1.8,0.8,1.9,89.0,52.7,4.3,62.2
4.0,7.2,3.2,1.7,1.7,71.6,73.5,4.0,57.7
2.5,7.8,2.1,1.2,0.7,94.4,61.7,2.6,54.6
3.4,7.0,0.0,0.3,1.0,100.0,59.6,5.0,61.7
5.3,6.7,6.0,1.8,1.3,91.6,69.0,2.5,59.4
4.5,7.7,2.7,0.9,1.7,77.0,73.4,5.1,69.2
5.9,8.9,2.6,1.7,1.7,69.1,84.3,6.7,81.6
4.8,7.3,0.7,0.7,1.5,95.9,61.8,4.5,67.6
4.0,6.5,0.7,0.9,1.6,83.8,74.4,5.0,79.3
7.7,6.8,2.4,1.0,2.0,81.9,59.7,6.6,75.6
4.4,9.0,2.9,0.7,1.9,94.3,65.0,5.2,63.2
6.2,7.1,3.3,1.4,2.6,80.3,71.9,4.7,67.8
3.9,6.4,2.8,1.8,2.2,91.1,68.5,4.3,61.3
5.6,5.9,1.1,0.0,1.5,85.2,56.3,4.5,59.6
5.9,5.2,0.0,1.2,1.9,87.0,75.1,6.3,75.0
4.8,7.4,2.4,0.4,1.8,98.0,77.4,5.0,66.1
1.0,7.7,1.9,0.0,1.6,81.1,93.6,2.6,55.7
4.5,6.6,1.0,1.1,0.9,80.4,72.2,5.4,76.6
6.3,7.0,3.5,1.1,1.6,83.4,71.7,4.7,66.0
5.3,5.8,0.6,1.1,0.1,75.4,73.0,5.3,70.6
5.2,7.1,3.2,1.0,2.3,92.5,56.4,5.2,60.6
1.9,7.5,0.8,1.2,1.7,91.4,57.0,4.7,60.0
3.4,6.5,2.7,0.5,1.4,84.9,69.2,2.9,57.2
5.1,8.7,3.6,0.9,1.2,77.6,47.0,4.7,60.6
5.1,6.2,2.1,1.1,2.0,63.0,58.7,4.6,53.4
6.3,7.3,4.5,1.5,2.8,78.3,65.0,4.9,64.3
4.3,7.8,4.8,0.8,1.8,83.2,80.1,3.5,57.8
5.1,6.9,2.8,0.7,2.8,69.8,72.6,5.3,63.9
4.5,6.8,3.1,0.8,2.0,100.0,54.8,4.9,68.1
3.0,5.6,3.8,0.2,0.9,88.3,69.6,3.1,50.9
1.1,8.4,3.2,1.2,1.8,89.4,75.8,3.9,50.1
5.1,6.8,3.0,0.1,1.8,83.8,77.1,3.5,60.9
4.8,7.5,1.9,1.0,0.9,90.9,80.5,5.1,83.4
3.6,7.7,0.5,0.8,1.2,82.6,82.0,4.9,64.2
2.1,6.4,0.8,0.0,1.2,83.7,75.7,2.9,59.5
5.4,6.8,5.4,0.1,1.6,96.2,74.9,4.0,58.1
4.1,8.3,2.9,0.4,1.3,93.8,72.3,4.7,67.7
5.3,5.9,2.2,0.6,1.7,84.9,78.4,3.8,62.9
7.3,9.0,4.0,1.5,1.8,100.0,62.1,7.7,81.2
1.3,6.3,1.6,0.7,2.4,84.3,68.0,1.8,48.8
3.5,5.8,3.2,1.1,1.9,81.0,63.0,2.9,51.8
4.2,7.1,2.6,1.4,1.0,86.0,74.3,4.5,68.2
6.7,9.0,3.1,1.3,3.0,87.4,67.4,5.9,76.5
2.0,5.1,2.1,0.8,1.0,75.5,80.1,2.7,49.3
7.4,6.9,1.3,0.4,1.2,88.9,70.5,6.3,84.9
4.7,7.5,1.5,1.0,1.9,100.0,80.6,5.8,78.2
4.4,7.0,1.6,0.5,3.5,92.6,48.9,5.0,67.2
4.2,7.4,2.5,1.7,1.8,90.3,62.8,3.5,52.6
3.8,6.3,0.6,1.2,1.1,88.8,79.4,4.1,69.0
6.1,6.4,1.0,0.9,0.4,77.0,70.2,6.4,76.0
2.9,6.9,2.7,1.1,0.3,77.0,80.6,3.7,55.5
5.0,5.9,2.3,0.9,1.5,86.3,72.5,3.9,71.3
